citation_id,patent_id
6851574,6945766
6837715,6945785
6866516,6945785
6840651,6945806
6855558,6945809
6837743,6945818
6860761,6945818
6875067,6945833
6872120,6945849
6863596,6945863
6843739,6945883
6852054,6945894
6880558,6945971
6858181,6946021
6851220,6946045
6860063,6946045
6860085,6946045
6871447,6946045
6871479,6946045
6869266,6946052
6846432,6946076
6841221,6946185
6841226,6946240
6894156,6946248
6855569,6946305
6884638,6946305
6837776,6946311
6869806,6946317
6853067,6946321
6872661,6946324
6876035,6946335
6849539,6946388
6872322,6946408
6844446,6946532
6838489,6946533
6844409,6946533
6848726,6946621
6873589,6946634
6891167,6946663
6870180,6946676
6838296,6946678
6853315,6946695
6847146,6946768
6847147,6946768
6861279,6946802
6879137,6946823
6841302,6946851
6881521,6946851
6890685,6946851
6861908,6946912
6882227,6946913
6859108,6946917
6876244,6946917
6864769,6946935
6867954,6946935
6864774,6946945
6844834,6946982
6842145,6946999
6878918,6947086
6867866,6947135
6855464,6947141
6864999,6947184
6850355,6947202
6876476,6947203
6877165,6947231
6865044,6947235
6882488,6947235
6881896,6947295
6882040,6947295
6845031,6947309
6873536,6947309
6847735,6947484
6853989,6947574
6865247,6947585
6853453,6947601
6870833,6947602
6856710,6947618
6859591,6947648
6876799,6947648
6873772,6947655
6848008,6947738
6838998,6947755
6840890,6947821
6850555,6947893
6886015,6947921
6847963,6947924
6915088,6947970
6880052,6947981
6871245,6948001
6868417,6948012
6845438,6948026
6848031,6948032
6874056,6948032
6874094,6948083
6848037,6948093
6847457,6948146
6839873,6948147
6842894,6948157
6898788,6948164
6854009,6948167
6871368,6948203
6857261,6948306
6845671,6948356
6837111,6948374
6842078,6948388
6860176,6948407
6837134,6948412
6845933,6948413
6880566,6948512
6845803,6948546
6877331,6948552
6866177,6948646
D501383,6948647
6840480,6948681
6860745,6948706
6843526,6948778
6848784,6948807
6874924,6948828
6863434,6948845
6890094,6948845
6877902,6948854
6890104,6948854
6840680,6948863
6840686,6948863
6843609,6948863
6869298,6948958
6860748,6948965
6854984,6948983
6860762,6948983
6846222,6949004
6848970,6949008
6869346,6949017
6872156,6949038
6840880,6949044
6869382,6949051
6881171,6949051
6887184,6949051
6837992,6949132
6878275,6949183
6838057,6949223
6869748,6949323
6891330,6949403
6864169,6949411
6841439,6949425
6838338,6949427
6844230,6949427
6878601,6949431
6841844,6949456
6872666,6949459
6847665,6949731
6900512,6949731
6867414,6949738
6846708,6949796
6844604,6949805
6846699,6949834
6856055,6949848
6873074,6949848
6867514,6949854
6856068,6949866
6856069,6949866
6859580,6949866
6861809,6949882
6872902,6949985
6859164,6950021
6879310,6950045
6880262,6950048
6864825,6950076
6858994,6950079
6859196,6950091
6842198,6950152
6859566,6950191
6876485,6950223
6859301,6950225
6856479,6950257
6865043,6950257
6859343,6950280
6876004,6950314
6856522,6950318
6861897,6950321
6850430,6950334
6839346,6950394
6865233,6950401
6845238,6950422
6856812,6950422
6856627,6950427
6880090,6950427
6845114,6950454
6853660,6950454
6839860,6950487
6854007,6950502
6865275,6950528
6844809,6950567
6885792,6950578
6875561,6950597
6873853,6950624
6862500,6950731
6845358,6950798
6868525,6950825
6883170,6950833
6879996,6950835
6853920,6950851
6839752,6950855
6857027,6950870
6850955,6950914
6839843,6950943
6850417,6950952
6839778,6950960
6865713,6950982
6842888,6951004
6845500,6951009
6839563,6951060
6851249,6951089
6865892,6951109
6863632,6951124
6880389,6951130
6844661,6951135
6868609,6951146
6874656,6951295
6857678,6951358
6851736,6951359
6840634,6951394
6854912,6951430
6840762,6951456
6878000,6951473
6851976,6951484
6875052,6951485
6855908,6951502
6838989,6951596
6843422,6951621
6843992,6951651
6838140,6951667
6852290,6951762
6853049,6951780
6838322,6951784
6884156,6951803
6849924,6951941
6841423,6951982
6843927,6952014
6842357,6952017
6858862,6952017
6898505,6952057
6842350,6952093
6843597,6952132
6856201,6952136
6850127,6952142
6842145,6952185
6873703,6952240
6837963,6952253
6862117,6952293
6853671,6952307
6885499,6952309
6856499,6952337
6862194,6952354
6862197,6952354
6870205,6952374
6876590,6952377
6842414,6952383
6856657,6952457
6868132,6952457
6890805,6952530
6841327,6952551
6859630,6952552
6885869,6952574
6842734,6952674
6859780,6952681
6886086,6952743
6862548,6952813
6837016,6952905
6843344,6953013
6851449,6953054
6866094,6953082
6847127,6953100
6847188,6953100
6880668,6953102
6892868,6953112
6877647,6953139
6851532,6953185
6866301,6953194
6837535,6953217
6863341,6953221
6890026,6953221
6850001,6953255
6883565,6953326
6844749,6953348
6866544,6953349
6852009,6953389
6869336,6953389
6837842,6953423
6854467,6953481
6855160,6953481
6863684,6953481
6881119,6953481
6852676,6953505
6858566,6953505
6846704,6953711
6844259,6953741
6849555,6953741
6858529,6953741
6838274,6953838
6838665,6953929
6864484,6953935
6872950,6953938
6867438,6953978
6841862,6953999
6846380,6954009
6861775,6954012
6870447,6954123
6856701,6954157
6876705,6954157
6879268,6954157
6856297,6954179
6882116,6954187
6882328,6954187
6840635,6954240
6859241,6954240
6850302,6954246
6890175,6954270
6842229,6954275
6882341,6954283
6843308,6954359
6882537,6954360
6865109,6954374
6850438,6954380
6845089,6954448
6842446,6954450
6839386,6954499
6842267,6954556
6850340,6954556
6858051,6954564
6845222,6954597
6868074,6954629
6856676,6954631
6839553,6954632
6839323,6954654
6882860,6954657
6882870,6954659
6882940,6954662
6889166,6954712
6868525,6954750
6853619,6954775
6845024,6954823
6842786,6954853
6854009,6954853
6857078,6954854
6889212,6954861
6871769,6954979
6872030,6955024
6843054,6955042
6895746,6955042
6837047,6955045
6856036,6955049
6862921,6955078
6884999,6955078
6860166,6955235
6860352,6955237
6880847,6955373
6893036,6955373
6837530,6955386
6837541,6955397
6880920,6955419
6854416,6955438
6848840,6955480
6874952,6955480
6874950,6955481
6854912,6955490
6866509,6955536
6877999,6955546
6848921,6955547
6846998,6955552
6854978,6955552
6890682,6955552
6848927,6955554
6865369,6955555
6884171,6955606
6868619,6955617
6852048,6955618
6840948,6955676
6852129,6955691
6843836,6955705
6858086,6955726
6840427,6955852
6876013,6955858
6846715,6955932
6858891,6955937
6870225,6955955
6858905,6955992
6841498,6956003
6841594,6956078
6870011,6956099
6849788,6956150
6869240,6956180
6891156,6956209
6841768,6956213
6885008,6956218
6881074,6956219
6847173,6956247
6858513,6956261
6849963,6956299
6857266,6956299
6864592,6956299
6849963,6956300
6877581,6956300
6870279,6956301
6838788,6956306
6879064,6956306
6858878,6956324
6850038,6956355
6876175,6956355
6870354,6956361
6873143,6956397
6864708,6956398
6897688,6956412
6861885,6956417
6842068,6956429
6839660,6956459
6853241,6956519
6891512,6956534
6864476,6956606
6864920,6956606
6888573,6956606
6851086,6956642
6850357,6956691
6894831,6956693
6839196,6956709
6872896,6956722
6900606,6956751
6870352,6956753
6842365,6956764
6891753,6956769
6867468,6956774
6853588,6956775
6879536,6956782
6842391,6956787
6845490,6956793
6856585,6956798
6845077,6956811
6891818,6956836
6850351,6956858
6839792,6956862
6856257,6956866
6865708,6956912
6856768,6956985
6895133,6957007
6853801,6957012
6876820,6957022
6885841,6957031
6888811,6957069
6885646,6957070
6847842,6957100
6892091,6957101
6862494,6957111
6873876,6957111
6887739,6957111
6892545,6957111
6839604,6957116
6873269,6957130
6877466,6957141
6839800,6957215
6845384,6957236
6850253,6957263
6839747,6957279
6854070,6957291
6839287,6957355
6854120,6957392
6877146,6957409
6859916,6957411
6868549,6957443
6871352,6957443
6907611,6957443
6877171,6957452
6880189,6957461
6886229,6957478
6877232,6957492
6843002,6957505
6883310,6957527
6883335,6957543
6840354,6957571
6840114,6957574
6851444,6957577
6837332,6957580
6857345,6957601
6904838,6957602
6837266,6957603
6843189,6957616
6868807,6957630
6877723,6957633
6845783,6957659
6851456,6957671
6883582,6957687
6860421,6957765
6840512,6957811
6871899,6957842
6840573,6957852
6883862,6957852
6866338,6957860
6843530,6957861
6840578,6957862
6837545,6957867
6896333,6957867
6866394,6957898
6874910,6957898
6847254,6957910
6869216,6957910
6870421,6957910
6851902,6957938
6848929,6957973
6869303,6957973
6875038,6957973
6863546,6957976
6865369,6957976
6848382,6957990
6847027,6957992
6843709,6958002
6843711,6958002
6852149,6958089
6869561,6958105
6845968,6958119
6863840,6958126
6875370,6958126
6841652,6958192
6887618,6958200
6855622,6958248
6900065,6958248
6841466,6958291
6849298,6958291
6841396,6958293
6841919,6958293
6869638,6958300
6884675,6958300
6884719,6958300
6848610,6958446
6853028,6958500
6894377,6958530
6847109,6958537
6870279,6958550
6836954,6958555
6844697,6958586
6853191,6958605
6838892,6958618
6879816,6958652
6870434,6958660
6853284,6958673
6894542,6958679
6838985,6958685
6861950,6958686
6885296,6958686
6861965,6958713
6891495,6958719
6850178,6958721
6844840,6958722
6859114,6958729
6850196,6958732
6897619,6958742
6873349,6958763
6882458,6958847
6839158,6958848
6842167,6958848
6842657,6958848
6897434,6958855
6862132,6958857
6876489,6958857
6880961,6958869
6850407,6958902
6876545,6958902
6856769,6958907
6840307,6958912
6842342,6958915
6883592,6958915
6856519,6958919
6864645,6958919
6879503,6958924
6868032,6958938
6850438,6958940
6885959,6958942
6898724,6958942
6868093,6959014
6895060,6959052
6876727,6959073
6871789,6959100
6871006,6959116
6839491,6959123
6865317,6959123
6845190,6959130
6856712,6959130
6888988,6959133
6882796,6959144
6885820,6959150
6871077,6959260
6853982,6959319
6854009,6959320
6868481,6959364
6892282,6959364
6895477,6959364
6915390,6959370
6848064,6959404
6862740,6959447
6893162,6959488
6860093,6959528
6840073,6959567
6860131,6959569
6843537,6959607
6848349,6959635
6866016,6959693
6840458,6959699
6911277,6959730
6896009,6959737
6866120,6959786
6848589,6959824
D504049,6959827
6854642,6959861
6908054,6959886
6868947,6959906
6843584,6960002
6881948,6960019
6862337,6960020
6866288,6960056
6843674,6960099
6896523,6960104
6896555,6960104
6900982,6960104
6902407,6960104
6855014,6960105
6860793,6960120
6837801,6960140
6890314,6960177
6867044,6960244
6837938,6960264
6881346,6960303
6861089,6960368
6852583,6960489
6844238,6960509
6842349,6960720
6847528,6960720
6852929,6960721
6884946,6960730
6850874,6960740
6852562,6960757
6864041,6960775
6838687,6960777
6897525,6960807
6853076,6960828
6841918,6960866
6844679,6960884
6861806,6960884
6888311,6960884
6903509,6960884
6850015,6960886
6843584,6960891
6851934,6960893
6847194,6960900
6900552,6960900
6903535,6960902
6870328,6960903
6864644,6960905
6850073,6960916
6847213,6960919
6844742,6960921
6865706,6960928
6876248,6960932
6844702,6960968
6867713,6961010
6861983,6961017
6882310,6961017
6853083,6961032
6876395,6961094
6847427,6961105
6888651,6961156
6853470,6961163
6844993,6961165
6882501,6961209
6893734,6961225
6873521,6961234
6842332,6961239
6888722,6961244
6847275,6961245
6839269,6961261
6898153,6961288
6853320,6961295
6882638,6961328
6865231,6961347
6856711,6961483
6842547,6961492
6853756,6961492
6898366,6961507
6853831,6961533
6865393,6961581
6873135,6961592
6850787,6961598
6850788,6961598
6852083,6961598
6861639,6961598
6859819,6961748
6853920,6961753
6882975,6961755
6845396,6961758
6889231,6961766
6859896,6961813
6839869,6961872
6862594,6961900
6868447,6961900
6839934,6961975
6901822,6961985
6843631,6961987
6842975,6961996
6860022,6962001
6857268,6962054
6845330,6962087
6845725,6962120
6854350,6962127
6902308,6962127
6883498,6962141
6892703,6962141
6895935,6962141
6858302,6962156
6843512,6962194
6862953,6962227
6866118,6962236
6910604,6962272
6889929,6962303
6908056,6962303
6868994,6962319
6880797,6962319
6837489,6962332
6837529,6962382
6871894,6962382
6846613,6962400
6848793,6962418
6857769,6962428
6842332,6962452
6843613,6962459
6860724,6962486
6839431,6962500
6875034,6962500
6872106,6962513
6863604,6962526
6860831,6962548
6869389,6962560
6878332,6962635
6844632,6962752
6881722,6962801
6858455,6962823
6838293,6962824
6842097,6962832
6852582,6962839
6852576,6962843
6855583,6962843
6867433,6962843
6872647,6962843
6872609,6962849
6884681,6962849
6844240,6962856
6849520,6962856
6855656,6962889
6869978,6962947
6874392,6963026
6867371,6963030
6838667,6963067
6838674,6963070
6873092,6963085
6853067,6963134
6873311,6963171
6883929,6963175
6841968,6963182
6901313,6963185
6859059,6963212
6856160,6963215
6894530,6963223
6853174,6963238
6853243,6963241
6873239,6963263
6845909,6963282
6853353,6963311
6873304,6963316
6876365,6963328
6879310,6963328
6844896,6963369
6904201,6963432
6859314,6963447
6845212,6963451
6862182,6963484
6859408,6963504
6873552,6963508
6888758,6963508
6885599,6963513
6850483,6963575
6853385,6963586
6859482,6963596
6865699,6963618
6909859,6963709
6870890,6963765
6850395,6963793
6839644,6963808
6853970,6963823
6847984,6963828
6839667,6963834
6848086,6963868
6857009,6963873
6839738,6963929
6873997,6963930
6839740,6963932
6845388,6964018
6873430,6964022
6847959,6964023
6871337,6964032
6860018,6964099
6871410,6964107
6857194,6964108
6845608,6964156
6857268,6964168
D502845,6964179
6889522,6964180
6854336,6964202
6851497,6964203
6877485,6964257
6871650,6964274
6866097,6964300
6868932,6964310
6896139,6964338
6857687,6964340
6843382,6964344
6854679,6964390
6866216,6964390
6886701,6964399
6856712,6964483
6844686,6964510
6910802,6964513
6848295,6964518
6837625,6964529
6846093,6964531
